pmm_datetime,enodeb_name,ltecell_name,pdcpvoldldrb,pdcpvoluldrb,pdcpvoldldrblasttti,day_part
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,27186505.0,2817470.0,2852418.0,2022-09-13
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,38952050.0,4134427.0,14227680.0,2022-09-13
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,385105.0,73988.0,164927.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,26610454.0,1771568.0,3258997.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,672551.0,45285.0,118263.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,90008672.0,4708229.0,29094091.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,11810399.0,833503.0,2472495.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,20487285.0,2281244.0,3136587.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,12666900.0,579118.0,4837258.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,60347941.0,6677938.0,15737645.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,5902695.0,372283.0,1173791.0,2022-09-13
2022-09-13 18:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,24796883.0,5792405.0,12305332.0,2022-09-13
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,4146151.0,302152.0,670424.0,2022-09-13
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,52476234.0,3287999.0,13778426.0,2022-09-13
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,19276507.0,4789118.0,7593744.0,2022-09-13
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,2646489.0,230325.0,364149.0,2022-09-13
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,87940364.0,11044226.0,27934794.0,2022-09-13
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,46832457.0,2363801.0,2572523.0,2022-09-13
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,27484640.0,2978217.0,3060033.0,2022-09-13
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,6512891.0,717076.0,1662316.0,2022-09-13
